cohort_obs_dt,segment_calibration,consolidated_id,default_first_in_12M_dt,pd_model_class,pd_model_pct,pd_decided_class,pd_decided_pct,issued_or_outstanding_amt_EUR,granted_amt_EUR,EaD_amt_EUR,RWA_amt_EUR,default_flg,Validation_sample
12/31/2021,CORP,20303137,,2,0.0017,4,0.0057,254633,254633,254633,143409,0,1
12/31/2021,CORP,18923625,,6,0.0195,6,0.0195,940254.6,962254.6,956754.6,594517.3,0,1
12/31/2021,CORP,74293390,,3,0.0031,3,0.0031,173657.65,299999.95,184693.53,46710.5,0,1
12/31/2021,CORP,57966382,,4,0.0059,4,0.0059,553888.3,933888.3,838888.3,409883.9,0,1
12/31/2021,CORP,32738649,,5,0.0146,5,0.0146,116032,133008.9,128764.7,93982.05,0,1
12/31/2021,CORP,25676092,,-1,1,12,1,384815,384815,384815,0,0,0
12/31/2021,CORP,93174381,,-1,1,12,1,5277610,5277610,5277610,0,0,0
12/31/2021,CORP,60483578,,2,0.001539,2,0.001539,2450578.95,3014720.95,2873684.95,815256.17,0,1
12/31/2021,CORP,44163740,,8,0.0905,8,0.0905,555584,683044,651179.3,913446,0,1
12/31/2021,CORP,86253832,,5,0.0127,5,0.0127,0,4000000,3000000,2912950,0,1
12/31/2021,CORP,88406720,,5,0.0113,5,0.0113,265687,595013.9,512682.1,291039.6,0,1
12/31/2021,CORP,33446051,,7,0.0499,7,0.0499,141423,200007.9,185361.7,175322,0,1
12/31/2021,CORP,91010790,,4,0.005237,4,0.005237,3.5,30000,22500.9,18909.2713,0,1
12/31/2021,CORP,47918426,,2,0.0014,8,0.0905,300093,500093,450093,953472,0,1
12/31/2021,CORP,50486300,,4,0.0057,3,0.0028,11347800,16829380,11347800,,0,1
12/31/2021,CORP,63736154,,5,0.009891,5,0.009891,103714,103714,103714,113801,0,1
12/31/2021,CORP,11876006,,5,0.0108,5,0.0108,43621.6,250002.6,198406.6,129802.3,0,1
12/31/2021,CORP,84105217,,5,0.013,5,0.013,228333,530018,454597,297408,0,1
12/31/2021,CORP,93103223,,9,0.236702,9,0.236702,4089190,4400004,4322301,8649305,0,1
12/31/2021,CORP,65788787,,2,0.0014,2,0.0014,241877,241877,241877,66302.2,0,1
12/31/2021,CORP,61761575,,-1,1,10,1,274549,274549,274549,0,0,0
12/31/2021,CORP,55545548,,3,0.0027,3,0.0027,768298,868298,843298,305108.3,0,1
12/31/2021,CORP,33472887,,4,0.006118,4,0.006118,476900,497118.2,492063.7,413519,0,1
12/31/2021,CORP,31710593,,7,0.0453,6,0.0226,10646602,11101702,10987927,,0,1
12/31/2021,CORP,30603664,,7,0.05997,7,0.05997,2254355.1,2473574.1,2388152,3709377.1,0,1
12/31/2021,CORP,60768347,,7,0.0453,7,0.0453,2048133.9,2398133.9,2310633.9,2250810.8,0,1
12/31/2021,CORP,86289068,,5,0.0113,5,0.0113,0,250000,187500,106440,0,1
12/31/2021,CORP,22021625,,5,0.0113,5,0.0113,597637.9,1107208,979815.47,826382.19,0,1
12/31/2021,CORP,68537942,,3,0.0027,3,0.0027,40000,2999996,898655,383343.61,0,1
12/31/2021,CORP,99950054,,5,0.0127,5,0.0127,380326,1899996,380326,295646,0,1
12/31/2021,CORP,19258854,,5,0.0113,5,0.0113,319539.49,2248125.28,1574728.335,1149352.948,0,1
12/31/2021,CORP,50964803,,8,0.0744,8,0.0744,425920,600014.1,433740.63,582339.44,0,1
12/31/2021,CORP,24684449,,8,0.0882,9,0.181,144026,144026,144026,255179,0,1
12/31/2021,CORP,37104488,,1,0.0009,1,0.0009,95000,100000,20000,2942.166,0,1
12/31/2021,CORP,29285670,,5,0.0113,6,0.0226,5499919.5,9999999.5,1099983.7,1175678.038,0,1
12/31/2021,CORP,56939630,,6,0.0226,6,0.0226,189530.44,800009.74,563350.986,534524.05,0,1
12/31/2021,CORP,38798996,,5,0.013419,5,0.013419,291167,299999.73,60000.044,40857.3,0,1
12/31/2021,CORP,58718600,,2,0.0014,2,0.0014,485518,485518,485518,198999,0,1
12/31/2021,CORP,45935861,,7,0.0552,7,0.0552,268375.6,612630.6,526566.6,497406.3,0,1
12/31/2021,CORP,80449590,,2,0.0014,4,0.0057,1088743,1088743,1088743,516958,0,1
12/31/2021,CORP,36506385,,6,0.0226,7,0.0453,884259,884259,884259,931877,0,1
12/31/2022,CORP,70952507,,7,0.0347,7,0.0347,623319,900121,830921,1372958,0,1
12/31/2022,CORP,75807763,,5,0.015328,4,0.0057,21875000,21875000,21875000,,0,1
12/31/2022,CORP,53018678,,7,0.048174,7,0.048174,1199840,1199840,1199840,1982540,0,1
12/31/2022,CORP,47899791,,4,0.0074,4,0.0074,0,340000,255000,143615.8,0,1
12/31/2022,CORP,48061448,,4,0.0047,4,0.0047,0,400000,300000,189585,0,1
12/31/2022,CORP,77719447,,4,0.0067,4,0.0067,1298376.6,1703377.6,549237.48,306074.7,0,1
12/31/2022,CORP,93739676,,4,0.007825,6,0.0226,2453308,2500003.91,2488329.857,2255035.752,0,1
12/31/2022,CORP,72867666,,7,0.0401,7,0.0401,50000,150000,125000,61474.6,0,1
12/31/2022,CORP,77003592,,2,0.0015,2,0.0015,509850,900088,802529,224574.3,0,1
12/31/2022,CORP,80061551,,5,0.0081,5,0.0081,339987,550060,497542,370235,0,1
12/31/2022,CORP,63527838,,3,0.0027,4,0.0057,0,450000.43,337499.57,148256.4,0,1
12/31/2022,CORP,38332450,,4,0.007042,7,0.0453,1122230,1122230,1122230,1854300,0,1
12/31/2022,CORP,67542926,,9,0.1481,9,0.1481,176545.1,177838.88,177515.435,150585.3178,0,1
12/31/2022,CORP,21448387,,3,0.0034,3,0.0034,406247,600070,551614,226290.2,0,1
12/31/2022,CORP,99390971,,4,0.0078,4,0.0078,970.6,202800,114842.65,65319.987,0,1
12/31/2022,CORP,80461981,,5,0.0081,5,0.0081,109924,110024.38,109999.285,80285.5485,0,1
12/31/2022,CORP,69424788,,3,0.0024,3,0.0024,384431.5,484431.5,459431.5,184111.83,0,1
12/31/2022,CORP,50256769,,5,0.0121,5,0.0121,506980.8,518435.2,515571.62,295669.63,0,1
12/31/2022,CORP,43842705,,6,0.0226,6,0.0226,766964,1000000,941741,831499,0,1
12/31/2022,CORP,20693306,,4,0.0054,4,0.0054,0,100000,75000,42239.9,0,1
12/31/2022,CORP,79552887,,6,0.0226,9,0.181,294369.78,438676.3,402599.42,555097.661,0,1
12/31/2022,CORP,72165792,,6,0.0226,6,0.0226,55903.2,225903.2,183403.2,139860.3,0,1
12/31/2022,CORP,93842654,,4,0.0073,4,0.0073,490325,1190325,1015325.3,462407.8,0,1
12/31/2022,CORP,62445658,,2,0.0018,2,0.0018,399950,449950,437450,119911.3,0,1
12/31/2022,CORP,80517143,,4,0.0049,4,0.0049,0,252000,189000,106444.799,0,1
12/31/2022,CORP,68234673,,5,0.0111,5,0.0111,435588,535588,510588,372664.5,0,1
12/31/2022,CORP,91288651,,8,0.1006,8,0.1006,1521049.9,2174746.4,1605438.92,2463256.38,0,1
12/31/2022,CORP,30467218,,3,0.0028,3,0.0028,966634,966634,966634,319778.5,0,1
12/31/2022,CORP,83894178,,3,0.003494,6,0.0226,636.7,20000,15159.17,,0,1
12/31/2022,CORP,98676735,,5,0.0113,3,0.0028,3883210,3883210,3883210,2321030,0,1
12/31/2022,CORP,73378851,,2,0.0014,2,0.0014,4294.19,507500,381698.55,81786.572,0,1
12/31/2022,CORP,60949874,,4,0.0049,4,0.0049,401466.3,534466.3,180043.24,85515.79,0,1
12/31/2022,CORP,72469719,,3,0.0039,4,0.0057,50.03,240000.03,180013.03,90874.8564,0,1
12/31/2022,CORP,19675854,,5,0.008,5,0.008,347558,500054,461930,337150,0,1
12/31/2022,CORP,78334761,,7,0.047443,7,0.047443,1954232.89,2002908.39,1990739.59,3031300.3,0,1
12/31/2022,CORP,95013163,,5,0.0141,5,0.0141,0,100000,75000,54740.5,0,1
12/31/2022,CORP,98280049,,7,0.0453,7,0.0453,2111363,3093667,2848091,3103736,0,1
12/31/2022,CORP,34458064,,3,0.0028,5,0.0113,202564,202564,202564,147846,0,1
12/31/2022,CORP,99397005,,7,0.0401,7,0.0401,687233.2,704052,699847.3,530477.17,0,1
12/31/2022,CORP,89482142,,2,0.001263,2,0.001263,0,4000000,2950000,1209116.8,0,1
12/31/2022,CORP,16385921,,1,0.0009,3,0.0028,0,100000,75000,30055.4,0,1
12/31/2022,CORP,19091200,,-1,1,12,1,8348.62,8348.62,8348.62,0,0,0
12/31/2022,CORP,44740772,,4,0.0052,4,0.0052,0,1000000,600000,262826,0,1
12/31/2021,CORP,39200701,,4,0.0051,4,0.0051,0,100000,75000,42239.9,0,1
12/31/2021,CORP,86174546,,-1,1,12,1,10104.2,10104.2,10104.2,0,0,0
12/31/2021,CORP,83229846,,6,0.0195,6,0.0195,0,1000000,600000,412038,0,1
12/31/2021,CORP,67941289,,6,0.0226,6,0.0226,1110470,1118785.43,1106706.57,774390.95,0,1
12/31/2021,CORP,81015591,,4,0.0059,5,0.0113,3,46000,34500.75,22571.2587,0,1
12/31/2021,CORP,74804457,,7,0.0623,7,0.0623,802234,900035.3,875584.9,1183408.1,0,1
12/31/2021,CORP,17943862,,5,0.0098,5,0.0098,622312.7,650015.3,287118.306,194785.31,0,1
12/31/2021,CORP,79441765,,-1,1,12,1,181921.55,181921.55,181921.55,0,0,0
12/31/2021,CORP,92679571,,7,0.0437,7,0.0437,246815.4,260014.3,256714.55,254480.6,0,1
12/31/2021,CORP,59587010,,3,0.003063,3,0.003063,1243536,1339022.7,1315151,786076.9,0,1
12/31/2021,CORP,52834101,,6,0.0226,6,0.0226,157309.1,498841.1,413458.1,370866.4,0,1
12/31/2021,CORP,90613784,,5,0.0159,5,0.0159,0,1000000,0,0,0,1
12/31/2021,CORP,37003739,,3,0.0024,3,0.0024,0,50000,37500,11688.2,0,1
12/31/2021,CORP,93167486,,4,0.0061,4,0.0061,0,150000,112500,65072.8,0,1
12/31/2021,CORP,14140082,,5,0.0113,6,0.0226,50746.8,51504.95,51315.413,45308.35,0,1
12/31/2021,CORP,17277898,,4,0.0068,4,0.0068,0,180000,135000,53006.6,0,1
12/31/2021,CORP,81004770,,4,0.006674,4,0.006674,0,15000000,9375000,7878550,0,1
12/31/2021,CORP,51772665,,4,0.0044,4,0.0044,333919,500000,458480,258215.4,0,1
12/31/2021,CORP,85268359,,7,0.0348,7,0.0348,350942,380017.7,372748.7,392821.1,0,1
12/31/2021,CORP,41085970,,5,0.0107,5,0.0107,132497,132497,132497,76496.4,0,1
12/31/2021,CORP,49666618,,3,0.003489,4,0.0057,324669,500000,456167,,0,1
12/31/2021,CORP,32693364,,8,0.1241,8,0.1241,13758,13758,2751.6,0,0,1
12/31/2021,CORP,32455158,,4,0.004803,3,0.0028,3872453,3872453,863013,,0,1
12/31/2021,CORP,75501607,,3,0.0034,3,0.0034,100918,100918,100918,40441.8,0,1
12/31/2021,CORP,67386049,,6,0.0162,7,0.0453,0,250000,187500,197597,0,1
12/31/2021,CORP,84001676,,2,0.0014,2,0.0014,8390.29,100000.39,77097.89,23050.51,0,1
12/31/2021,CORP,50416611,,7,0.0402,7,0.0402,585397.5,654886.58,637514.36,547302.058,0,1
12/31/2021,CORP,65688441,,4,0.0057,4,0.0057,162947,162947,162947,86260.3,0,1
12/31/2021,CORP,49323810,,2,0.0015,2,0.0015,1235396,1312800.1,1293449.1,283558.14,0,1
12/31/2021,CORP,81252132,,8,0.0778,7,0.0453,1589146,1589146,1589146,1325981,0,1
12/31/2021,CORP,77775918,,4,0.0061,4,0.0061,120000,120000,120000,0,0,1
12/31/2021,CORP,79953007,,3,0.0028,3,0.0028,1007890,2100445,1827306,732275.2,0,1
12/31/2021,CORP,24721394,,6,0.0177,6,0.0177,0,1100000,660000,478851.4,0,1
12/31/2021,CORP,96571178,,3,0.0028,3,0.0028,1151775.5,1550050.5,1450482.5,494891.6,0,1
12/31/2021,CORP,69757735,,2,0.00161,3,0.0028,1148773,1200000.01,240000.002,58683.081,0,1
12/31/2021,CORP,78350613,,5,0.0103,5,0.0103,40916.59,99999.99,20000,11515.698,0,1
12/31/2021,CORP,71317091,,6,0.0226,8,0.0905,269005.4,271779.46,271085.95,286849.23,0,1
12/31/2021,CORP,95997325,,5,0.0159,5,0.0159,0,5000,3750,2737.03,0,1
12/31/2021,CORP,46013439,,5,0.0108,5,0.0108,531917.8,882955.5,795196.8,547523.14,0,1
12/31/2021,CORP,50981301,,4,0.0048,4,0.0048,335684,500013,458930,280830.3,0,1
12/31/2021,CORP,75328122,,7,0.0453,7,0.0453,0,133000,99750,105122,0,1
12/31/2022,CORP,26363384,,3,0.0029,3,0.0029,96327.3,350000,200000,71324.13,0,1
12/31/2022,CORP,82661258,,2,0.001263,3,0.0028,968.28,2700000.28,1637575.28,978792.749,0,1
12/31/2022,CORP,26350633,,3,0.0021,3,0.0021,0,349999.7,235000.3,79619.77,0,1
12/31/2022,CORP,49886761,,5,0.0147,5,0.0147,412878,412878,412878,301349,0,1
12/31/2022,CORP,24923319,,4,0.007263,4,0.007263,524543,700000,656135,382480,0,1
12/31/2022,CORP,75277031,,6,0.0195,7,0.0453,7691.29,300001.29,189424.29,203918.6,0,1
12/31/2022,CORP,76154113,,3,0.0024,3,0.0024,86500,950000,409999.6,136378.465,0,1
12/31/2022,CORP,50173449,,4,0.0077,5,0.0113,71541.4,180015.4,152896.6,111595.2,0,1
12/31/2022,CORP,91190345,,6,0.0168,6,0.0168,550730,550730,550730,378110.1,0,1
12/31/2022,CORP,54254236,,4,0.0044,4,0.0044,357444,557444,507444,267018.6,0,1
12/31/2022,CORP,72934265,,7,0.0437,7,0.0437,249216,260055.7,257345.79,239086.58,0,1
12/31/2022,CORP,30217282,,4,0.0074,4,0.0074,34378.4,100000,39686.48,12740.45,0,1
12/31/2022,CORP,14742367,,4,0.007042,3,0.0028,618975,618975,618975,369966,0,1
12/31/2022,CORP,59155710,,3,0.00212,3,0.00212,151916,525000,431729,177432.7,0,1
12/31/2022,CORP,62234983,,3,0.0027,3,0.0027,0,180000,135000,37716.4,0,1
12/31/2022,CORP,52021509,,3,0.002802,3,0.002802,25968969.5,32246408.2,30625302.5,15001236.9,0,1
12/31/2022,CORP,47550335,,5,0.0085,5,0.0085,1207750,1600191,1502081,1165704,0,1
12/31/2022,CORP,12274471,,4,0.004803,4,0.004803,657711,657711,657711,552727,0,1
12/31/2022,CORP,88532316,,4,0.006686,4,0.006686,0,1000000,750000,630285,0,1
12/31/2022,CORP,63931983,,4,0.0042,4,0.0042,34439.9,34439.9,6887.99,0,0,1
12/31/2022,CORP,46024740,,8,0.0778,8,0.0778,199877.5,199877.5,134138.69,136721.24,0,1
12/31/2022,CORP,44454352,,5,0.0121,5,0.0121,600197.65,1499999.95,621242.75,420263.085,0,1
12/31/2021,CORP,19079704,,9,0.192199,9,0.192199,12569.4,12569.4,2513.89,6670.87,0,1
12/31/2021,CORP,97101108,,3,0.002418,3,0.002418,2572.09,20000,15643.02,6289.12,0,1
12/31/2021,CORP,58179682,,4,0.0052,4,0.0052,0,1000000,750000,439452,0,1
12/31/2021,CORP,83764329,,6,0.0168,6,0.0168,601151,700046.4,675322.5,631545.4,0,1
12/31/2021,CORP,12172409,,4,0.0049,4,0.0049,0,100000,75000,33153.6,0,1
12/31/2021,CORP,92258686,,-1,1,10,1,383514,389586.97,388068.73,0,0,0
12/31/2021,CORP,48243439,,5,0.0081,5,0.0081,596661,596661,596661,435487,0,1
12/31/2021,CORP,78265986,,5,0.0113,5,0.0113,588072.1,588072.1,588072.1,412574.1,0,1
12/31/2021,CORP,79402038,,5,0.0113,5,0.0113,496483,496483,496483,362370,0,1
12/31/2021,CORP,88382790,,4,0.005837,4,0.005837,500229,500229,500229,420382,0,1
12/31/2021,CORP,11896996,,4,0.0057,5,0.0113,20917503,20917503,20917503,17634382,0,1
12/31/2021,CORP,82649847,,7,0.0568,7,0.0568,76189.2,76189.2,76189.2,71970,0,1
12/31/2021,CORP,22299909,,3,0.003489,4,0.0057,15000000,15000000,15000000,12605700,0,1
12/31/2021,CORP,50868855,,2,0.001539,2,0.001539,4587700,8347290,7324414.8,2144314.8,0,1
12/31/2021,CORP,50133194,,5,0.010667,5,0.010667,2916400,3203911,3132033,2285984,0,1
12/31/2021,CORP,90019088,,3,0.003722,3,0.003722,98930.3,1000000.3,774732.3,360161.1,0,1
12/31/2021,CORP,40072982,,4,0.0057,5,0.0113,2292210,2292210,2292210,1693540,0,1
12/31/2021,CORP,19740534,,4,0.0057,5,0.0113,645409,1000409,911659,587107.6,0,1
12/31/2021,CORP,75606229,,5,0.010548,5,0.010548,501733,1438931,1204631,726459,0,1
